Filename,Provider,Model,Time Taken (s),File size,Word Count,Transcribed Text
common_voice_th_001.mp3,amazon,Transcribe,7.878553867340088,53181,13,มียุทธศาสตร์ในการศึกษาให้รัฐสภามุ่งสู่ความเป็นรัฐสภาที่ทันสมัย
common_voice_th_002.mp3,amazon,Transcribe,5.180719614028931,23805,2,รีวิวขอนแก่น
common_voice_th_003.mp3,amazon,Transcribe,6.614161014556885,47565,18,ถ้าอํานาจชื่นชมคุณ แปลว่าคุณกําลังทําอะไร พลาดสักอย่าง
common_voice_th_004.mp3,amazon,Transcribe,5.459577798843384,60525,15,ลองไล่ประวัติโรงเรียนตัวเองดู เจอร่องรอยคณะ ราษฎบ้างไหม
common_voice_th_005.mp3,amazon,Transcribe,6.29370641708374,52533,24,เมื่อกี่ปีที่แล้วยังเห็นคนตื่นตัวทางการเมือง มองผลประโยชน์ของชาติเยอะมาก ทุกวันนี้หายไปไหนซะเยอะเลย
common_voice_th_006.mp3,amazon,Transcribe,5.304349184036255,42165,18,ทีนี้เอกชนจะบอกว่าที่เก็บข้อมูลนี้เพื่อช่วยการดําเนินการของรัฐนะ
common_voice_th_007.mp3,amazon,Transcribe,6.035063982009888,51021,22,รายละเอียดว่าจะส่งเครื่องไปเปลี่ยนแบตในราคาพิเศษยังไง ทางแอปเปิ้ลจะแจ้งเพิ่มเติม ทางก็รอดู
common_voice_th_008.mp3,amazon,Transcribe,4.766140699386597,15813,2,ทุกฉายหนัง
common_voice_th_009.mp3,amazon,Transcribe,7.849596738815308,50373,18,คือแกมาทางด้านศึกษาเมือง แต่หัวข้อที่มาพูดเป็นเรื่องการควบคุมโครงสร้างสื่อกับประชาธิปไตย
common_voice_th_010.mp3,amazon,Transcribe,5.209295988082886,15813,2,โดนน้ํา
common_voice_th_011.mp3,amazon,Transcribe,5.458596229553223,16461,4,เองกายไถ่เฟซบุ๊ก
common_voice_th_012.mp3,amazon,Transcribe,5.745975971221924,30933,9,ก็ไม่ใช่อีก น่าคคือโลหะผสม
common_voice_th_013.mp3,amazon,Transcribe,5.596316337585449,20565,6,ส่วนยอดทีมต้องอาร์เซนอลครับ
