Filename,Provider,Model,Time Taken (s),File size,Word Count,Transcribed Text
common_voice_th_34926492.mp3,openai,whisper-1,1.4626240730285645,53181,13,มียุติศาสตร์ในการศึกษาให้รัฐสภามู่สู่ความเป็นรัฐสภาที่ทันสมัย
common_voice_th_34926493.mp3,openai,whisper-1,1.4795374870300293,23805,4,Review content.
common_voice_th_34926494.mp3,openai,whisper-1,1.0812454223632812,47565,13,ถ้าอำนาจชื่นชมคุณ แปลว่าคุณกำลังทำอะไร พาสักอย่าง
common_voice_th_34926495.mp3,openai,whisper-1,1.1533334255218506,60525,15,ลองไล่ประวัติโรงเรียนตัวเองดู เจอล่องรอยคณะนัสสดอนบ้างไหม
common_voice_th_34926497.mp3,openai,whisper-1,1.295457124710083,52533,22,ไม่กี่ปีที่แล้วยังเห็นคนตื่นตัวทางการเมือง มองคนประโยชน์ของชาติเยอะมาก ทุกวันนี้หายไปไหนซะเยอะเลย
common_voice_th_34926662.mp3,openai,whisper-1,0.9897327423095703,42165,15,ทีนี้เอกชนจะบอกว่าที่เก็บข้อมูลนี้เพื่อช่วยการดำเนินการของรัฐนะ
common_voice_th_34926663.mp3,openai,whisper-1,1.1470239162445068,51021,20,รายละเอียดว่าจะส่งเครื่องไปเปลี่ยนแบบในราคาพิเศษยังไง ทางแอปเปิ้ลจะแจ้งเพิ่มเติม ทางก็รอดู
common_voice_th_34926664.mp3,openai,whisper-1,0.641437292098999,15813,3,ทุกชายหนัง
common_voice_th_34926665.mp3,openai,whisper-1,1.126821517944336,50373,20,คือแกมาทางด้านศึกษาเมือง แต่หัวข้อที่มาพูดเป็นเรื่องการควบคุมของสร้างสื่อกับประชาชนธิปตัย
common_voice_th_34926666.mp3,openai,whisper-1,0.6383187770843506,15813,2,โดนน้ำ
common_voice_th_34926834.mp3,openai,whisper-1,0.7172088623046875,16461,4,เอ็นไทยไทยเฟสบุ๊ค
common_voice_th_34926835.mp3,openai,whisper-1,0.8180527687072754,30933,11,ก็ไม่ใช่อย่างนี้ น่าคือโรหักว่าสม
common_voice_th_34926836.mp3,openai,whisper-1,0.7620112895965576,20565,8,ส่วนยอดทีมต้องอาซินอนครับ
common_voice_th_34926837.mp3,openai,whisper-1,0.620410680770874,21645,4,โปรดติดตามตอนต่อไป
common_voice_th_34926838.mp3,openai,whisper-1,1.6947824954986572,24885,8,สรุปที่ที่โอเบียได้แค่ค่าเช่าสตาร์ที่
common_voice_th_34926859.mp3,openai,whisper-1,0.8038880825042725,27261,10,รับส่งข้อมูลได้ประมาททรงสุดในเวลาเท่ากัน
common_voice_th_34926860.mp3,openai,whisper-1,1.2854418754577637,55341,18,กลับรถในที่ห้ามกลับ เส้นอสโกนี่กลับรถตรงเท้าละลายเลย No Care คนข้าม
common_voice_th_34926861.mp3,openai,whisper-1,0.6508388519287109,15165,7,"Nga alam ba, mito..."
common_voice_th_34926862.mp3,openai,whisper-1,1.0985276699066162,38493,18,ถ้านับถึงศาสนาต่างไปจากที่รัฐศาลักษณ์ ข้อถูกเริ่มปฏิบัติอีกได้
common_voice_th_34926863.mp3,openai,whisper-1,1.4649326801300049,55773,26,ไปฉีนในโรงประหบาท ไม่กล้ากดน้ำ กลัวเอาน้ำลัดมาใช้เรื่องสดตัว ไหวเหม็นไปเลยละกัน แห่
common_voice_th_34928552.mp3,openai,whisper-1,0.9074306488037109,39238,15,พ่อเท่ไม่เอา ถ้าเอารถไปภาพาเดียวถูงก่อนตั้ง
common_voice_th_34928553.mp3,openai,whisper-1,0.6630723476409912,17206,3,อันนี้ควรทำได้
common_voice_th_34928554.mp3,openai,whisper-1,0.918381929397583,20446,6,บุญพอเทียมบ่อยมากครับ
common_voice_th_34928555.mp3,openai,whisper-1,0.6674528121948242,12670,4,Not annoying.
common_voice_th_34928556.mp3,openai,whisper-1,0.8060951232910156,32110,12,จนไทยบ้อยขาวทั่วคนกับเก็บไปกินต่อ
common_voice_th_34928872.mp3,openai,whisper-1,0.6298940181732178,14733,3,มันมีทุกวัน
common_voice_th_34928873.mp3,openai,whisper-1,1.6198644638061523,32445,5,오 마이 여 Berebe
common_voice_th_34928874.mp3,openai,whisper-1,0.8894991874694824,34605,11,ยกเลิกโลมี และรับประกันความเปลี่ยนการของอินเตอร์เน็ต
common_voice_th_34928875.mp3,openai,whisper-1,0.8105218410491943,27261,8,เพิ่งเพิ่มภาพตัวอย่างเข้าไปที่ไทยบล็อค
