Provider,Model,Filename,Transcript Text,Expected Text,Result,Number of Mismatched Words,Mismatched Words,Levenshtein Distance
Google,Cloud,botnoi_tts_1.wav,ขั้นตอนการขอเงินคืนผ่านออนไลน์ซับซ้อนเกินไป,ขั้นตอนการขอเงินคืนผ่านออนไลน์ซับซ้อนเกินไป,Correct,0,[],0.0
Google,Cloud,botnoi_tts_2.wav,ประกันมีข้อจำกัดที่ไม่แจ้งล่วงหน้า,ประกันมีข้อจำกัดที่ไม่แจ้งล่วงหน้า,Correct,0,[],0.0
Google,Cloud,botnoi_tts_3.wav,ฉันยังไม่ได้รับเงินคืนจากการคืนสินค้า,ฉันยังไม่ได้รับเงินคืนจากการคืนสินค้า,Correct,0,[],0.0
Google,Cloud,botnoi_tts_4.wav,การประกันครอบคลุมความเสียหายได้ครบถ้วน,การประกันครอบคลุมความเสียหายได้ครบถ้วน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_5.wav,ข้อมูลประกันไม่ค่อยชัดเจน,ข้อมูลประกันไม่ค่อยชัดเจน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_6.wav,ขอรายละเอียดเพิ่มเติมเกี่ยวกับการใช้งานสินค้า,ขอรายละเอียดเพิ่มเติมเกี่ยวกับการใช้งานสินค้า,Correct,0,[],0.0
Google,Cloud,botnoi_tts_7.wav,การตอบกลับของ support เร็วและสุภาพ,การตอบกลับของซัพพอร์ตเร็วและสุภาพ,Incorrect,3,"['การตอบกลับของ', 'support', 'เร็วและสุภาพ']",0.25373134328358204
Google,Cloud,botnoi_tts_8.wav,พนักงานให้ข้อมูลเรื่องการคืนสินค้าได้ชัดเจน,พนักงานให้ข้อมูลเรื่องการคืนสินค้าได้ชัดเจน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_9.wav,การติดต่อขอข้อมูลเพิ่มเติมใช้เวลานาน,การติดต่อขอข้อมูลเพิ่มเติมใช้เวลานาน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_10.wav,รายละเอียดประกันสินค้ายังไม่ชัดเจน,รายละเอียดประกันสินค้ายังไม่ชัดเจน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_11.wav,การประกันของสินค้านี้คุ้มค่ามาก,การประกันของสินค้านี้คุ้มค่ามาก,Correct,0,[],0.0
Google,Cloud,botnoi_tts_12.wav,การประกันครอบคลุมระยะเวลานานกว่าที่คิด,การประกันครอบคลุมระยะเวลานานกว่าที่คิด,Correct,0,[],0.0
Google,Cloud,botnoi_tts_13.wav,ได้รับการช่วยเหลือเรื่องการคืนสินค้าอย่างรวดเร็ว,ได้รับการช่วยเหลือเรื่องการคืนสินค้าอย่างรวดเร็ว,Correct,0,[],0.0
Google,Cloud,botnoi_tts_14.wav,อยากทราบขั้นตอนการขอเงินคืน,อยากทราบขั้นตอนการขอเงินคืน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_15.wav,รายละเอียดประกันเข้าใจยาก,รายละเอียดประกันเข้าใจยาก,Correct,0,[],0.0
Google,Cloud,botnoi_tts_16.wav,ขอข้อมูลเพิ่มเติมเกี่ยวกับการซ่อมสินค้า,ขอข้อมูลเพิ่มเติมเกี่ยวกับการซ่อมสินค้า,Correct,0,[],0.0
Google,Cloud,botnoi_tts_17.wav,ได้รับเงินคืนภายในกี่วัน,ได้รับเงินคืนภายในไม่กี่วัน,Correct,0,[],0.05882352941176472
Google,Cloud,botnoi_tts_18.wav,ขั้นตอนการคืนสินค้ายุ่งยาก,ขั้นตอนการคืนสินค้ายุ่งยาก,Correct,0,[],0.0
Google,Cloud,botnoi_tts_19.wav,รายละเอียดการคืนสินค้าไม่ชัดเจน,รายละเอียดการคืนสินค้าไม่ชัดเจน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_20.wav,support ให้ข้อมูลเพิ่มเติมเกี่ยวกับประกันได้ละเอียด,ซัพพอร์ตให้ข้อมูลเพิ่มเติมเกี่ยวกับประกันได้ละเอียด,Incorrect,2,"['support', 'ให้ข้อมูลเพิ่มเติมเกี่ยวกับประกันได้ละเอียด']",0.1568627450980392
Google,Cloud,botnoi_tts_21.wav,พนักงานให้ข้อมูลการประกันได้ไม่ครบ,พนักงานให้ข้อมูลการประกันได้ไม่ครบ,Correct,0,[],0.0
Google,Cloud,botnoi_tts_22.wav,ขั้นตอนการเคลมประกันซับซ้อน,ขั้นตอนการเคลมประกันซับซ้อน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_23.wav,การขอข้อมูลเพิ่มเติมผ่านใช้สะดวกมาก,การขอข้อมูลเพิ่มเติมผ่านแชทสะดวกมาก,Correct,0,[],0.05714285714285716
Google,Cloud,botnoi_tts_24.wav,การขอข้อมูลเพิ่มเติมทางโทรศัพท์ใช้เวลานาน,การขอข้อมูลเพิ่มเติมทางโทรศัพท์ใช้เวลานาน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_25.wav,support ให้ข้อมูลการคืนสินค้าไม่ครบถ้วน,ซัพพอร์ตให้ข้อมูลการคืนสินค้าไม่ครบถ้วน,Incorrect,2,"['support', 'ให้ข้อมูลการคืนสินค้าไม่ครบถ้วน']",0.20512820512820518
Google,Cloud,botnoi_tts_26.wav,ได้รับข้อมูลประกันที่ตรงกับความต้องการ,ได้รับข้อมูลประกันที่ตรงกับความต้องการ,Correct,0,[],0.0
Google,Cloud,botnoi_tts_27.wav,รายละเอียดประการมีประโยชน์มาก,รายละเอียดประกันมีประโยชน์มาก,Correct,0,[],0.06896551724137934
Google,Cloud,botnoi_tts_28.wav,อยากทราบเงื่อนไขการประกัน,อยากทราบเงื่อนไขการประกัน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_29.wav,การคืนสินค้าไม่เป็นไปตามที่ระบุ,การคืนสินค้าไม่เป็นไปตามที่ระบุ,Correct,0,[],0.0
Google,Cloud,botnoi_tts_30.wav,ได้รับการบริการที่ดีจาก support ในการคืนสินค้า,ได้รับการบริการที่ดีจากซัพพอร์ตในการคืนสินค้า,Incorrect,3,"['ได้รับการบริการที่ดีจาก', 'support', 'ในการคืนสินค้า']",0.18681318681318682
Google,Cloud,botnoi_tts_31.wav,อยากทราบข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,อยากทราบข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,Correct,0,[],0.0
Google,Cloud,botnoi_tts_32.wav,การประกันครอบคลุมหลายด้านดีมาก,การประกันครอบคลุมหลายด้านดีมาก,Correct,0,[],0.0
Google,Cloud,botnoi_tts_33.wav,การประกันไม่ได้ครอบคลุมตามที่แจ้งไว้,การประกันไม่ได้ครอบคลุมตามที่แจ้งไว้,Correct,0,[],0.0
Google,Cloud,botnoi_tts_34.wav,ขอรายละเอียดการขนส่งเพิ่มเติม,ขอรายละเอียดการขนส่งเพิ่มเติม,Correct,0,[],0.0
Google,Cloud,botnoi_tts_35.wav,เฉพาะตอบคำถามเกี่ยวกับประกัน Dell,ซัพพอร์ตตอบคำถามเกี่ยวกับประกันได้เร็ว,Incorrect,2,"['เฉพาะตอบคำถามเกี่ยวกับประกัน', 'Dell']",0.323943661971831
Google,Cloud,botnoi_tts_36.wav,การขอข้อมูลเพิ่มเติมยุ่งยากๆ,การขอข้อมูลเพิ่มเติมยุ่งยากมาก,Correct,0,[],0.06896551724137934
Google,Cloud,botnoi_tts_37.wav,support ไม่สามารถตอบคำถามเรื่องการคืนสินค้าได้,ซัพพอร์ตไม่สามารถตอบคำถามเรื่องการคืนสินค้าได้,Incorrect,2,"['support', 'ไม่สามารถตอบคำถามเรื่องการคืนสินค้าได้']",0.17391304347826086
Google,Cloud,botnoi_tts_38.wav,อยากทราบข้อมูลการประกันแบบละเอียด,อยากทราบข้อมูลการประกันแบบละเอียด,Correct,0,[],0.0
Google,Cloud,botnoi_tts_39.wav,ได้รับการคืนเงินตามที่สัญญาไว้,ได้รับการคืนเงินตามที่สัญญาไว้,Correct,0,[],0.0
Google,Cloud,botnoi_tts_40.wav,support ให้ข้อมูลผิดเกี่ยวกับการคืนสินค้า,ซัพพอร์ตให้ข้อมูลผิดเกี่ยวกับการคืนสินค้า,Incorrect,2,"['support', 'ให้ข้อมูลผิดเกี่ยวกับการคืนสินค้า']",0.19512195121951215
Google,Cloud,botnoi_tts_41.wav,การประกันครอบคลุมดีและให้บริการที่ดี,การประกันครอบคลุมดีและให้บริการที่ดี,Correct,0,[],0.0
Google,Cloud,botnoi_tts_42.wav,การตอบกลับของพนักงานรวดเร็วและมีประโยชน์,การตอบกลับของพนักงานรวดเร็วและมีประโยชน์,Correct,0,[],0.0
Google,Cloud,botnoi_tts_43.wav,ขอข้อมูลการประกันเพิ่มเติมแต่ยังไม่ได้รับคำตอบ,ขอข้อมูลการประกันเพิ่มเติมแต่ยังไม่ได้รับคำตอบ,Correct,0,[],0.0
Google,Cloud,botnoi_tts_44.wav,การขอเงินคืนทำได้ง่ายและรวดเร็ว,การขอเงินคืนทำได้ง่ายและรวดเร็ว,Correct,0,[],0.0
Google,Cloud,botnoi_tts_45.wav,ข้อมูลที่ได้รับจาก support มีประโยชน์,ข้อมูลที่ได้รับจากซัพพอร์ตมีประโยชน์,Incorrect,3,"['ข้อมูลที่ได้รับจาก', 'support', 'มีประโยชน์']",0.23287671232876717
Google,Cloud,botnoi_tts_46.wav,รายละเอียดการคืนสินค้ายังไม่ครบถ้วน,รายละเอียดการคืนสินค้ายังไม่ครบถ้วน,Correct,0,[],0.0
Google,Cloud,botnoi_tts_47.wav,การขอเงินคืนทำไม่ยากเกินไป,การขอเงินคืนทำได้ยากเกินไป,Correct,0,[],0.07692307692307687
Google,Cloud,botnoi_tts_48.wav,ขั้นตอนการขอเงินคืนใช้เวลานาน,ขั้นตอนการขอเงินคืนใช้เวลานาน,Correct,0,[],0.0
