Filename,Provider,Model,Time Taken (s),File size,Word Count,Transcribed Text
common_voice_th_34926492.mp3,amazon,transcribe,11.74242377281189,53181,12,มียุทธศาสตร์ในการศึกษาให้รัฐสภามุ่งสู่ความเป็นรัฐสภาที่ทันสมัย
common_voice_th_34926493.mp3,amazon,transcribe,5.977389097213745,23805,2,รีวิวขอนแก่น
common_voice_th_34926494.mp3,amazon,transcribe,11.161694526672363,47565,16,ถ้าอํานาจชื่นชมคุณ แปลว่าคุณกําลังทําอะไร พลาดสักอย่าง
common_voice_th_34926495.mp3,amazon,transcribe,5.97913384437561,60525,14,ลองไล่ประวัติโรงเรียนตัวเองดู เจอร่องรอยคณะ ราษฎบ้างไหม
common_voice_th_34926497.mp3,amazon,transcribe,11.170765161514282,52533,22,เมื่อกี่ปีที่แล้วยังเห็นคนตื่นตัวทางการเมือง มองผลประโยชน์ของชาติเยอะมาก ทุกวันนี้หายไปไหนซะเยอะเลย
common_voice_th_34926662.mp3,amazon,transcribe,21.52174711227417,42165,18,ทีนี้เอกชนจะบอกว่าที่เก็บข้อมูลนี้เพื่อช่วยการดําเนินการของรัฐนะ
common_voice_th_34926663.mp3,amazon,transcribe,11.158698558807373,51021,20,รายละเอียดว่าจะส่งเครื่องไปเปลี่ยนแบตในราคาพิเศษยังไง ทางแอปเปิ้ลจะแจ้งเพิ่มเติม ทางก็รอดู
common_voice_th_34926664.mp3,amazon,transcribe,6.011728048324585,15813,2,ทุกฉายหนัง
common_voice_th_34926665.mp3,amazon,transcribe,11.1632661819458,50373,18,คือแกมาทางด้านศึกษาเมือง แต่หัวข้อที่มาพูดเป็นเรื่องการควบคุมโครงสร้างสื่อกับประชาธิปไตย
common_voice_th_34926666.mp3,amazon,transcribe,5.977949142456055,15813,2,โดนน้ํา
common_voice_th_34926834.mp3,amazon,transcribe,6.007287979125977,16461,4,เองกายไถ่เฟซบุ๊ก
common_voice_th_34926835.mp3,amazon,transcribe,11.153038740158081,30933,9,ก็ไม่ใช่อีก น่าคคือโลหะผสม
common_voice_th_34926836.mp3,amazon,transcribe,11.164809465408325,20565,6,ส่วนยอดทีมต้องอาร์เซนอลครับ
common_voice_th_34926837.mp3,amazon,transcribe,5.9588634967803955,21645,5,มูลนิธิสยามกรรมมาจน
common_voice_th_34926838.mp3,amazon,transcribe,5.987877130508423,24885,6,สรุปเอธิโอเปียได้แค่ค่าเช่าสถานที่
common_voice_th_34926859.mp3,amazon,transcribe,11.15087103843689,27261,9,รับส่งข้อมูลได้ปริมาณสูงสุดในเวลาเท่ากัน
common_voice_th_34926860.mp3,amazon,transcribe,11.163933753967285,55341,17,กลับรถในที่ห้ามกลับ เส้นอโศกนี่กลับรถตรงทางม้าลายเลย โนแคร์คนข้าม ใช่
common_voice_th_34926861.mp3,amazon,transcribe,5.997601747512817,15165,2,ยาระบายไม่ต้อง
common_voice_th_34926862.mp3,amazon,transcribe,26.673263788223267,38493,13,ถ้านับถือศาสนาต่างไปจากที่ลักสนับสนุนก็ถูกเลือกปฏิบัติ
common_voice_th_34926863.mp3,amazon,transcribe,11.15003514289856,55773,21,ไปฉี่ในโรงพยาบาล ไม่กล้ากดน้ํากลัวเอาน้ําลัดมาใช้เรื่องส่วนตัว ปล่อยเหม็นไปเลยละกัน แห่
common_voice_th_34928552.mp3,amazon,transcribe,6.011023044586182,39238,11,พอเท่ไม่เอาจะเอารถไฟฟ้าพาเร็วสูง สตัน
common_voice_th_34928553.mp3,amazon,transcribe,6.480007886886597,17206,4,อันนี้ควรทําได้
common_voice_th_34928554.mp3,amazon,transcribe,11.145151853561401,20446,6,ป่นท้อเถียนบ่อยมากครับ
common_voice_th_34928555.mp3,amazon,transcribe,5.9902238845825195,12670,2,นานน้อย
common_voice_th_34928556.mp3,amazon,transcribe,5.997853755950928,32110,11,จนสบริษัทเขาทคนจับเก็บไปกินต่อ
common_voice_th_34928872.mp3,amazon,transcribe,5.9795982837677,14733,3,มันมีทุกวัน
common_voice_th_34928873.mp3,amazon,transcribe,11.137888669967651,32445,4,เอาไว้เย็บกระทงตะโก้
common_voice_th_34928874.mp3,amazon,transcribe,26.65737533569336,34605,8,ยกเลิกโรมมิ่งได้รับประกันความเป็นกลางของอินเทอร์เน็ต
common_voice_th_34928875.mp3,amazon,transcribe,11.162440061569214,27261,8,เพิ่งเพิ่มภาพตัวอย่างเข้าไปที่ทบล็อก
common_voice_th_34928876.mp3,amazon,transcribe,11.147940397262573,55773,14,คําคงศักดิ์ หัวหน้าพรรคสามัญชนเขาเป็นนักกิจกรรมทางสังคมด้านทรัพยากรธรรมชาติและสิ่งแวดล้อม
common_voice_th_34928889.mp3,amazon,transcribe,11.171880006790161,52965,14,อืม ทํานธิบายเพื่อนําเสนอต่อประชาชนเทศบาลเมืองมุกดาหาร โดยทีมงานก้าวหน้ามุกดาหาร
common_voice_th_34928890.mp3,amazon,transcribe,11.163837432861328,18621,3,เราไม่ลืม
common_voice_th_34929234.mp3,amazon,transcribe,11.169968843460083,45405,13,ถ้ารัฐบาลคณะราษฎรไม่ยกเอาที่ดินตรงนั้นจากเจ้ามาให้จุฬา
common_voice_th_34929235.mp3,amazon,transcribe,5.992088079452515,27045,8,อีกไม่ถึงเดือนจะถึงวันเลือกตั้งแล้ว
